Date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Price,Energy,Sentiment
2016-04-25,5.5,2.0,10.2,3.1,0.0,253.0,14.4,44.6,1007.1,408.0,1.97,226451.0,0.0
2016-04-26,5.3,2.9,9.8,2.1,0.0,202.0,12.2,45.4,999.5,174.0,1.97,226451.0,0.0
2016-04-27,5.2,2.5,9.5,3.0,0.0,203.0,17.3,59.0,1003.6,204.0,1.88,226451.0,0.0
2016-04-28,5.8,2.3,10.4,0.7,0.0,235.0,14.4,46.4,1013.0,354.0,1.88,226451.0,0.0
2016-04-29,9.3,1.3,15.4,0.0,0.0,176.0,11.9,40.7,1018.9,618.0,1.89,226451.0,0.0
2016-05-02,13.3,6.1,18.9,0.0,0.0,67.0,10.8,40.3,1023.8,828.0,1.91,205603.0,0.0
2016-05-03,12.6,6.5,19.9,0.7,0.0,40.0,12.2,55.8,1019.0,276.0,1.94,205603.0,-0.020000000000000004
2016-05-04,10.3,7.4,14.5,0.0,0.0,329.0,17.3,38.9,1027.1,168.0,2.03,205603.0,-0.020000000000000004
2016-05-05,14.0,7.5,20.5,0.0,0.0,33.0,7.9,23.8,1027.3,750.0,2.05,205603.0,-0.020000000000000004
2016-05-06,17.2,8.2,23.7,0.0,0.0,109.0,11.5,37.4,1020.7,852.0,1.86,205603.0,-0.020000000000000004
2016-05-09,19.2,11.4,25.0,0.0,0.0,100.0,16.9,47.2,1019.8,816.0,2.01,205603.0,-0.020000000000000004
2016-05-10,18.6,12.0,24.9,0.0,0.0,104.0,16.6,41.4,1015.5,816.0,2.01,205603.0,-0.020000000000000004
2016-05-11,19.2,11.5,25.4,0.0,0.0,100.0,14.0,40.3,1010.6,696.0,2.01,205603.0,-0.020000000000000004
2016-05-12,18.5,13.6,24.6,2.2,0.0,77.0,19.8,47.2,1004.2,582.0,2.01,205603.0,-0.020000000000000004
2016-05-13,16.5,9.8,22.6,0.0,0.0,24.0,17.3,37.8,1000.7,702.0,1.96,205603.0,-0.020000000000000004
2016-05-16,10.0,6.5,15.1,0.3,0.0,275.0,20.9,46.4,1015.0,222.0,1.91,205603.0,-0.020000000000000004
2016-05-17,10.1,7.3,13.0,0.5,0.0,276.0,16.2,43.9,1014.7,18.0,1.97,205603.0,-0.020000000000000004
2016-05-18,15.1,8.1,20.7,0.0,0.0,216.0,8.3,33.8,1011.9,324.0,1.91,205603.0,-0.020000000000000004
2016-05-19,17.7,12.8,22.8,0.0,0.0,141.0,7.9,32.4,1011.2,318.0,1.83,205603.0,-0.020000000000000004
2016-05-20,17.9,13.2,23.5,0.0,0.0,253.0,14.0,39.6,1016.4,336.0,1.81,205603.0,-0.020000000000000004
2016-05-23,21.1,15.2,26.4,15.2,0.0,343.0,11.5,61.6,1007.1,594.0,1.96,205603.0,-0.020000000000000004
2016-05-24,16.4,13.3,20.3,0.0,0.0,301.0,15.5,37.8,1009.5,60.0,1.91,205603.0,-0.020000000000000004
2016-05-25,14.0,12.7,15.6,3.6,0.0,285.0,15.5,31.0,1014.1,0.0,1.77,205603.0,-0.020000000000000004
2016-05-26,14.3,11.5,16.1,0.0,0.0,283.0,10.4,26.3,1016.6,0.0,1.77,205603.0,-0.020000000000000004
2016-05-27,16.5,9.5,21.7,0.0,0.0,273.0,5.8,25.9,1017.3,348.0,1.77,205603.0,-0.020000000000000004
2016-05-30,21.1,15.3,27.5,18.7,0.0,98.0,13.7,39.6,1005.6,498.0,1.77,205603.0,-0.020000000000000004
2016-05-31,20.0,14.2,25.6,0.8,0.0,61.0,8.6,33.8,1010.1,312.0,2.12,205603.0,-0.020000000000000004
2016-06-01,19.4,17.5,22.9,13.2,0.0,60.0,9.4,22.7,1010.8,198.0,2.25,155054.0,-0.020000000000000004
2016-06-02,20.0,14.6,25.2,2.9,0.0,93.0,9.4,42.1,1011.1,396.0,2.3,155054.0,-0.020000000000000004
2016-06-03,21.9,16.9,25.9,0.0,0.0,84.0,14.8,44.3,1012.0,804.0,2.31,155054.0,0.0
2016-06-06,20.0,13.5,24.7,0.0,0.0,77.0,13.3,29.2,1021.8,900.0,2.32,155054.0,0.0
2016-06-07,19.8,11.0,27.0,0.0,0.0,75.0,6.1,16.6,1022.4,876.0,2.32,155054.0,0.0
2016-06-08,20.8,13.6,27.3,0.0,0.0,270.0,14.0,45.4,1016.6,852.0,2.36,155054.0,0.0
2016-06-09,18.4,15.2,23.1,0.0,0.0,333.0,10.1,31.7,1014.9,192.0,2.34,155054.0,0.0
2016-06-10,16.7,11.2,22.6,0.0,0.0,298.0,18.4,42.5,1010.9,576.0,2.46,155054.0,0.0
2016-06-13,14.6,12.8,17.3,1.8,0.0,69.0,8.6,21.2,1002.7,66.0,2.55,155054.0,0.0
2016-06-14,17.6,14.4,22.5,2.4,0.0,193.0,7.2,23.8,999.8,288.0,2.55,155054.0,0.0
2016-06-15,15.9,13.1,19.7,9.5,0.0,190.0,6.1,43.2,1000.7,66.0,2.62,155054.0,0.0
2016-06-16,18.1,12.0,22.8,6.1,0.0,215.0,8.3,27.0,1003.6,504.0,2.62,155054.0,0.0
2016-06-17,15.9,14.3,20.0,15.5,0.0,293.0,14.0,41.4,1003.5,96.0,2.59,155054.0,0.0
2016-06-20,18.3,11.2,24.1,0.6,0.0,260.0,9.4,33.1,1020.5,762.0,2.74,155054.0,0.0
2016-06-21,19.2,15.1,24.2,0.1,0.0,221.0,11.5,38.9,1019.2,276.0,2.79,155054.0,0.0
2016-06-22,22.2,15.5,27.2,0.0,0.0,179.0,8.3,27.7,1023.6,462.0,2.82,155054.0,0.0
2016-06-23,26.0,16.4,32.3,0.0,0.0,143.0,10.8,33.5,1021.9,918.0,2.69,155054.0,0.0
2016-06-24,28.3,21.5,35.2,0.0,0.0,160.0,9.7,47.2,1016.4,852.0,2.71,155054.0,0.0
2016-06-27,19.7,12.8,25.2,0.0,0.0,259.0,10.8,32.8,1017.3,546.0,2.79,155054.0,0.0
2016-06-28,19.4,14.1,24.2,0.5,0.0,269.0,11.2,34.6,1016.7,498.0,2.89,155054.0,0.0
2016-06-29,19.9,13.8,26.0,0.3,0.0,215.0,13.0,38.5,1012.1,456.0,2.94,155054.0,0.0
2016-06-30,20.8,13.5,26.0,0.0,0.0,202.0,9.7,36.7,1013.4,330.0,2.94,155054.0,0.0
2016-07-01,23.1,16.5,28.4,0.0,0.0,208.0,11.2,38.5,1014.0,660.0,2.89,168733.0,0.0
2016-07-04,18.4,10.1,24.5,0.0,0.0,262.0,9.7,31.0,1020.6,618.0,2.89,168733.0,0.0
2016-07-05,20.3,15.1,25.5,0.6,0.0,212.0,13.3,64.4,1012.8,420.0,2.82,168733.0,0.0
2016-07-06,16.6,13.0,21.2,1.1,0.0,282.0,29.5,66.6,1014.2,378.0,2.82,168733.0,0.0
2016-07-07,17.7,11.2,22.8,0.0,0.0,282.0,15.1,39.2,1020.1,630.0,2.78,168733.0,0.0
2016-07-08,20.6,15.6,27.4,9.6,0.0,221.0,11.5,78.5,1015.1,192.0,2.8,168733.0,0.0
2016-07-11,25.1,19.4,29.4,0.0,0.0,254.0,14.4,42.5,1008.2,306.0,2.88,168733.0,0.0
2016-07-12,22.4,18.0,27.0,0.0,0.0,266.0,10.8,36.4,1011.2,222.0,2.88,168733.0,0.0
2016-07-13,18.4,15.6,22.6,2.0,0.0,354.0,9.4,46.1,1012.0,198.0,2.81,168733.0,0.0
2016-07-14,16.0,14.2,18.0,1.2,0.0,323.0,19.4,50.0,1013.1,0.0,2.79,168733.0,0.0
2016-07-15,15.7,12.9,18.7,0.2,0.0,285.0,19.8,43.6,1019.8,24.0,2.7,168733.0,0.0
2016-07-18,19.2,17.1,22.0,0.0,0.0,299.0,13.3,37.1,1019.8,36.0,2.83,168733.0,0.0
2016-07-19,20.1,16.9,25.3,0.0,0.0,307.0,11.5,32.0,1021.2,306.0,2.83,168733.0,0.0
2016-07-20,22.7,17.3,28.1,0.0,0.0,63.0,7.2,21.6,1018.6,534.0,2.76,168733.0,0.0
2016-07-21,23.7,17.7,28.7,0.0,0.0,146.0,9.4,26.3,1014.6,432.0,2.76,168733.0,0.0
2016-07-22,23.7,16.7,30.6,0.0,0.0,77.0,12.6,29.5,1016.9,846.0,2.8,168733.0,0.0
2016-07-25,24.9,17.3,31.6,0.0,0.0,67.0,6.5,30.2,1017.3,678.0,2.8,168733.0,0.0
2016-07-26,23.8,19.0,29.0,0.0,0.0,331.0,11.9,40.7,1018.6,354.0,2.84,168733.0,0.0
2016-07-27,20.1,16.8,26.0,30.9,0.0,112.0,10.8,62.6,1016.5,150.0,2.84,168733.0,0.0
2016-07-28,21.6,17.3,25.6,10.4,0.0,247.0,8.6,32.4,1015.2,450.0,2.79,168733.0,0.0
2016-07-29,21.4,17.2,26.0,0.0,0.0,223.0,10.4,38.9,1011.9,504.0,2.97,168733.0,0.0
2016-08-01,18.0,14.5,22.9,0.0,0.0,279.0,15.1,38.2,1016.7,432.0,2.97,169051.0,0.0
2016-08-02,16.5,12.5,18.5,5.1,0.0,220.0,6.8,24.1,1016.2,102.0,2.79,169051.0,0.0
2016-08-03,19.2,15.1,23.0,0.0,0.0,188.0,11.5,33.5,1012.2,0.0,2.89,169051.0,0.0
2016-08-04,20.0,17.5,23.7,10.6,0.0,227.0,10.1,38.5,1011.4,168.0,2.89,169051.0,0.0
2016-08-05,18.6,15.4,22.5,0.3,0.0,252.0,6.8,22.7,1015.5,36.0,2.88,169051.0,0.0
2016-08-08,21.5,16.6,28.7,0.0,0.0,239.0,15.5,50.0,1017.1,390.0,2.85,169051.0,0.0
2016-08-09,17.1,13.2,21.9,0.0,0.0,289.0,15.1,35.3,1018.6,294.0,2.85,169051.0,0.0
2016-08-10,14.3,10.8,18.0,0.0,0.0,274.0,13.7,40.0,1018.8,276.0,2.76,169051.0,0.0
2016-08-11,14.4,9.1,19.9,0.0,0.0,271.0,14.0,45.0,1021.2,420.0,2.7,169051.0,0.0
2016-08-12,16.5,13.5,19.5,0.7,0.0,221.0,11.5,30.6,1020.9,18.0,2.7,169051.0,0.0
2016-08-15,16.7,11.9,21.5,0.0,0.0,323.0,12.2,35.3,1023.2,486.0,2.75,169051.0,0.0
2016-08-16,15.5,9.2,22.3,0.4,0.0,334.0,11.5,59.0,1019.1,372.0,2.75,169051.0,0.0
2016-08-17,15.9,8.9,22.3,0.0,0.0,324.0,5.4,30.6,1015.7,552.0,2.76,169051.0,0.0
2016-08-18,16.4,11.1,20.2,0.0,0.0,293.0,7.2,26.6,1010.7,24.0,2.75,169051.0,0.0
2016-08-19,19.8,12.0,26.5,5.4,0.0,306.0,5.4,27.4,1011.5,762.0,2.67,169051.0,0.0
2016-08-22,19.2,13.4,24.6,0.0,0.0,254.0,11.2,31.0,1024.1,402.0,2.75,169051.0,0.0
2016-08-23,19.9,16.5,24.0,0.0,0.0,274.0,10.8,28.4,1026.5,264.0,2.75,169051.0,0.0
2016-08-24,22.1,16.5,27.8,0.0,0.0,136.0,7.6,25.2,1025.9,666.0,2.82,169051.0,0.0
2016-08-25,22.9,15.9,29.5,0.0,0.0,127.0,13.0,32.8,1021.9,786.0,2.89,169051.0,0.0
2016-08-26,25.5,17.4,34.2,0.0,0.0,155.0,11.2,28.8,1017.7,780.0,2.91,169051.0,0.0
2016-08-29,20.5,14.9,24.6,0.0,0.0,283.0,18.7,47.9,1016.4,282.0,2.97,169051.0,0.0
2016-08-30,17.2,12.2,23.0,0.0,0.0,310.0,11.9,32.4,1025.2,558.0,2.95,169051.0,0.0
2016-08-31,19.5,11.5,26.2,0.0,0.0,152.0,7.2,28.4,1022.9,762.0,2.95,169051.0,0.0
2016-09-01,20.4,12.8,27.3,0.0,0.0,262.0,10.4,36.0,1019.9,618.0,2.95,167901.0,0.0
2016-09-02,20.1,14.1,26.0,0.0,0.0,301.0,7.9,32.0,1019.8,654.0,2.88,167901.0,0.0
2016-09-05,17.5,14.3,22.0,0.5,0.0,314.0,14.8,31.0,1015.2,108.0,2.88,167901.0,-0.5
2016-09-06,17.0,10.9,22.7,0.0,0.0,71.0,6.8,24.8,1027.4,666.0,2.88,167901.0,-0.5
2016-09-07,19.2,10.6,26.4,0.0,0.0,127.0,6.8,26.3,1023.5,732.0,2.77,167901.0,-0.5
2016-09-08,22.5,15.1,30.1,0.0,0.0,133.0,9.0,34.9,1014.3,720.0,2.88,167901.0,-0.5
2016-09-09,21.5,16.6,27.6,0.0,0.0,300.0,11.2,34.9,1016.0,636.0,2.93,167901.0,-0.5
2016-09-12,24.0,17.0,32.1,0.0,0.0,81.0,8.3,27.7,1019.4,678.0,3.04,167901.0,-0.5
2016-09-13,24.1,16.4,31.5,0.0,0.0,104.0,10.8,38.2,1018.2,678.0,3.04,167901.0,-0.5
2016-09-14,22.9,18.1,29.2,0.0,0.0,96.0,14.8,37.8,1017.9,684.0,3.07,167901.0,-0.5
2016-09-15,20.6,15.5,26.5,0.0,0.0,96.0,14.8,34.2,1016.3,702.0,2.98,167901.0,-0.5
2016-09-16,21.0,14.2,28.2,0.4,0.0,99.0,9.0,21.6,1012.2,528.0,2.97,167901.0,-0.5
2016-09-19,15.6,10.6,20.2,0.0,0.0,39.0,13.7,33.1,1017.9,492.0,3.0,167901.0,-0.5
2016-09-20,14.7,8.8,19.1,0.0,0.0,10.0,7.6,25.9,1019.5,204.0,3.12,167901.0,-0.5
2016-09-21,15.8,11.7,20.2,0.0,0.0,22.0,10.4,25.9,1020.2,378.0,3.19,167901.0,-0.5
2016-09-22,13.9,7.2,20.6,0.0,0.0,139.0,4.7,23.8,1023.1,624.0,3.18,167901.0,-0.5
2016-09-23,16.4,9.6,23.1,0.0,0.0,214.0,6.8,24.8,1023.0,366.0,3.06,167901.0,-0.5
2016-09-26,14.9,8.9,22.0,0.0,0.0,84.0,6.1,20.5,1022.3,546.0,3.06,167901.0,-0.5
2016-09-27,15.4,8.1,22.5,0.0,0.0,128.0,6.8,22.7,1026.0,648.0,3.09,167901.0,-0.5
2016-09-28,17.2,12.6,21.2,0.0,0.0,231.0,15.8,54.0,1021.6,12.0,3.07,167901.0,-0.5
2016-09-29,20.7,15.8,25.9,0.0,0.0,221.0,15.1,51.1,1014.6,324.0,2.98,167901.0,-0.5
2016-09-30,16.1,10.0,20.6,0.1,0.0,239.0,13.0,46.8,1013.5,150.0,2.84,167901.0,-0.5
2016-10-03,12.3,5.2,17.9,5.1,0.0,31.0,10.4,32.4,1021.7,486.0,2.84,277853.0,-0.1
2016-10-04,12.7,7.7,16.9,0.5,0.0,34.0,24.8,54.4,1032.7,546.0,2.83,277853.0,-0.1
2016-10-05,9.3,6.8,13.0,3.0,0.0,2.0,20.9,49.7,1029.8,126.0,2.83,277853.0,-0.1
2016-10-06,10.5,9.6,11.5,1.8,0.0,23.0,19.1,38.9,1020.1,0.0,3.04,277853.0,-0.1
2016-10-07,10.2,8.1,12.5,0.3,0.0,43.0,11.9,36.0,1020.3,36.0,3.02,277853.0,-0.1
2016-10-10,8.3,6.4,11.8,0.1,0.0,297.0,6.5,20.9,1024.0,144.0,3.18,277853.0,-0.1
2016-10-11,8.0,6.7,9.8,2.0,0.0,42.0,11.2,34.6,1021.2,0.0,3.17,277853.0,-0.1
2016-10-12,7.4,6.7,8.2,2.4,0.0,63.0,15.8,32.0,1022.8,0.0,3.17,277853.0,-0.1
2016-10-13,7.2,6.6,7.7,0.2,0.0,86.0,17.3,38.2,1023.2,0.0,3.16,277853.0,-0.1
2016-10-14,8.1,3.6,12.4,0.0,0.0,102.0,19.1,41.8,1017.6,348.0,3.18,277853.0,-0.1
2016-10-17,7.9,6.9,8.5,0.0,0.0,123.0,13.3,28.4,1025.4,0.0,3.21,277853.0,-0.1
2016-10-18,9.4,7.3,11.9,1.0,0.0,147.0,6.8,20.2,1021.0,0.0,3.25,277853.0,-0.1
2016-10-19,9.8,8.5,11.9,5.1,0.0,185.0,9.0,27.0,1014.5,60.0,3.18,277853.0,-0.1
2016-10-20,8.2,5.4,9.9,2.5,0.0,122.0,8.6,22.0,1014.4,12.0,3.12,277853.0,-0.1
2016-10-21,8.0,6.3,9.3,0.1,0.0,122.0,9.4,22.0,1013.3,12.0,2.92,277853.0,-0.1
2016-10-24,8.0,5.5,9.5,5.1,0.0,72.0,8.6,20.9,1017.2,0.0,2.78,277853.0,-0.1
2016-10-25,8.9,5.5,10.3,0.7,0.0,353.0,8.3,19.1,1021.8,0.0,2.69,277853.0,-0.1
2016-10-26,6.9,3.7,8.7,0.0,0.0,184.0,5.0,17.6,1029.7,0.0,2.69,277853.0,-0.1
2016-10-27,8.9,5.4,11.7,0.1,0.0,222.0,8.3,22.3,1030.6,0.0,2.72,277853.0,-0.1
2016-10-28,11.4,8.6,13.2,0.1,0.0,243.0,16.2,43.6,1028.3,0.0,2.72,277853.0,-0.1
2016-10-31,7.9,2.1,11.3,1.1,0.0,245.0,7.6,21.2,1027.9,12.0,2.85,277853.0,-0.1
2016-11-01,10.2,7.1,11.5,2.1,0.0,253.0,12.6,39.2,1018.0,6.0,2.53,391985.0,-0.1
2016-11-02,6.5,3.6,9.0,1.5,0.0,281.0,22.7,60.1,1011.3,24.0,2.53,391985.0,-0.1
2016-11-03,3.6,1.2,6.9,0.1,0.0,271.0,12.6,34.2,1020.0,276.0,2.41,391985.0,0.0625
2016-11-04,5.6,3.0,8.0,0.0,0.0,191.0,9.7,28.4,1015.1,0.0,2.2,391985.0,0.0625
2016-11-07,4.6,2.5,5.7,0.1,0.0,357.0,11.9,25.9,1006.2,0.0,2.37,391985.0,0.0625
2016-11-08,3.3,1.5,5.8,0.2,0.0,140.0,13.3,34.2,1008.7,0.0,2.34,391985.0,0.0625
2016-11-09,1.5,-0.8,4.5,0.0,0.0,175.0,10.8,25.9,1008.4,240.0,2.22,391985.0,0.0625
2016-11-10,0.8,-1.8,3.7,0.0,0.0,84.0,10.1,21.6,1008.1,96.0,2.08,391985.0,0.0625
2016-11-11,0.7,-1.8,3.0,0.0,0.0,55.0,10.4,24.8,1019.3,54.0,2.08,391985.0,0.0625
2016-11-14,-0.4,-6.2,5.2,0.0,0.0,186.0,6.5,28.1,1034.6,444.0,2.26,391985.0,0.0625
2016-11-15,3.0,0.8,7.6,3.9,0.0,210.0,14.8,35.6,1023.5,0.0,2.49,391985.0,0.0625
2016-11-16,8.1,6.8,9.3,1.8,0.0,231.0,13.3,28.4,1014.7,0.0,2.49,391985.0,0.0625
2016-11-17,9.6,8.5,11.2,1.9,0.0,213.0,13.3,34.9,1006.1,30.0,2.37,391985.0,0.0625
2016-11-18,9.9,6.2,14.5,8.7,0.0,203.0,15.8,65.5,1001.0,36.0,2.6,391985.0,0.0625
2016-11-21,9.8,6.9,13.2,0.0,0.0,145.0,11.2,25.6,1008.5,198.0,2.81,391985.0,0.0625
2016-11-22,9.9,5.9,12.0,0.0,0.0,155.0,7.6,21.6,1012.8,6.0,2.73,391985.0,0.0625
2016-11-23,7.1,3.2,12.1,0.0,0.0,145.0,4.3,17.3,1019.7,192.0,2.76,391985.0,0.0625
2016-11-24,5.4,1.1,8.0,0.0,0.0,31.0,10.8,28.4,1024.4,222.0,2.76,391985.0,0.0625
2016-11-25,2.0,-0.4,3.6,0.0,0.0,82.0,5.4,15.5,1025.8,0.0,2.76,391985.0,0.0625
2016-11-28,0.2,-3.3,3.3,0.0,0.0,330.0,17.3,34.2,1028.7,294.0,2.96,391985.0,0.0625
2016-11-29,-1.3,-4.4,2.7,0.0,0.0,269.0,11.9,31.3,1033.7,402.0,3.02,391985.0,0.0625
2016-11-30,1.6,-2.8,4.8,5.2,0.0,260.0,18.7,42.8,1025.5,0.0,3.32,391985.0,0.0625
2016-12-01,6.7,4.8,8.4,1.6,0.0,277.0,28.4,65.5,1014.3,0.0,3.32,434444.0,0.0625
2016-12-02,4.4,-0.1,8.3,0.0,0.0,311.0,24.1,60.1,1017.0,330.0,3.44,434444.0,0.0625
2016-12-05,-2.6,-4.7,0.9,0.0,0.0,206.0,6.5,19.4,1028.3,300.0,3.44,434444.0,0.0
2016-12-06,1.1,-0.8,1.8,0.1,0.0,272.0,10.4,24.5,1031.0,0.0,3.75,434444.0,0.0
2016-12-07,2.1,0.6,4.7,0.0,0.0,180.0,11.9,28.4,1032.2,132.0,3.8,434444.0,0.0
2016-12-08,7.5,4.5,11.6,0.2,0.0,234.0,14.8,38.2,1025.4,192.0,3.68,434444.0,0.0
2016-12-09,7.9,5.4,9.7,0.1,0.0,250.0,14.8,37.4,1024.1,0.0,3.75,434444.0,0.0
2016-12-12,3.6,-1.4,7.3,0.3,0.0,31.0,14.8,42.1,1023.3,198.0,3.6,434444.0,0.0
2016-12-13,1.1,-2.5,4.4,0.6,0.0,173.0,6.8,18.4,1025.8,0.0,3.65,434444.0,0.0
2016-12-14,4.3,0.6,5.8,0.0,0.0,316.0,10.4,23.8,1025.4,0.0,3.55,434444.0,0.0
2016-12-15,2.8,1.7,3.5,0.0,0.0,125.0,10.4,27.4,1032.6,0.0,3.56,434444.0,0.0
2016-12-16,1.4,-1.9,3.6,0.0,0.0,149.0,11.2,29.5,1033.7,360.0,3.51,434444.0,0.0
2016-12-19,4.2,2.4,5.4,0.0,0.0,148.0,6.8,19.8,1032.6,0.0,3.55,434444.0,0.0
2016-12-20,0.1,-1.8,2.4,0.0,0.0,130.0,11.5,31.7,1029.8,0.0,3.39,434444.0,0.0
2016-12-21,-0.1,-2.0,2.4,0.0,0.0,188.0,10.4,29.2,1028.2,264.0,3.5,434444.0,0.0
2016-12-22,1.0,-1.9,3.1,0.9,0.0,200.0,9.7,22.7,1029.4,12.0,3.5,434444.0,0.0
2016-12-23,3.1,1.0,4.9,0.0,0.0,222.0,11.5,29.9,1031.7,0.0,3.6,434444.0,0.0
2016-12-26,8.5,4.5,11.2,3.0,0.0,255.0,24.8,82.8,1019.5,6.0,3.6,434444.0,0.0
2016-12-27,6.4,5.3,8.1,1.9,0.0,297.0,31.0,71.6,1027.7,18.0,3.7,434444.0,0.0
2016-12-28,6.2,5.3,7.2,1.1,0.0,329.0,16.6,37.1,1038.6,0.0,3.7,434444.0,0.0
2016-12-29,4.2,-0.2,5.7,0.0,0.0,263.0,7.9,23.4,1041.4,36.0,3.71,434444.0,0.0
2016-12-30,0.4,-2.2,4.1,0.0,0.0,210.0,7.6,18.0,1037.1,378.0,3.71,434444.0,0.0
2017-01-02,1.1,-0.3,3.1,1.0,0.0,281.0,15.5,35.3,1015.9,0.0,3.71,519716.0,0.0
2017-01-03,2.8,0.8,4.3,9.5,0.0,261.0,23.0,63.0,1013.6,0.0,3.41,519716.0,0.6
2017-01-04,2.6,-0.3,5.1,3.1,0.0,293.0,28.8,71.6,1001.7,12.0,3.42,519716.0,0.6
2017-01-05,-2.8,-6.4,-0.3,0.0,0.0,352.0,23.0,48.2,1027.2,132.0,3.42,519716.0,0.6
2017-01-06,-5.8,-8.2,-2.6,0.0,0.0,318.0,11.9,30.2,1040.6,390.0,3.38,519716.0,0.6
2017-01-09,-1.3,-2.5,-0.2,0.0,20.0,189.0,8.3,24.1,1026.2,0.0,3.14,519716.0,0.6
2017-01-10,-1.8,-6.5,1.0,0.0,20.0,156.0,14.4,29.9,1015.4,372.0,3.21,519716.0,0.6
2017-01-11,-2.8,-7.3,3.7,2.1,20.0,188.0,18.4,47.9,1006.3,0.0,3.27,519716.0,0.6
2017-01-12,3.6,2.3,5.1,1.8,20.0,245.0,19.8,47.2,1002.5,0.0,3.36,519716.0,0.6
2017-01-13,1.8,-0.4,3.2,4.7,0.0,229.0,18.0,45.0,991.4,0.0,3.36,519716.0,0.6
2017-01-16,-1.7,-5.2,-0.7,0.0,0.0,337.0,12.6,30.2,1025.7,192.0,3.36,519716.0,0.6
2017-01-17,-2.7,-5.7,1.1,0.0,0.0,340.0,5.8,16.6,1036.7,420.0,3.37,519716.0,0.6
2017-01-18,-4.1,-6.1,-2.9,0.0,0.0,220.0,6.8,17.3,1041.6,0.0,3.26,519716.0,0.6
2017-01-19,-2.7,-4.3,-1.2,0.0,0.0,214.0,8.3,18.4,1039.5,0.0,3.25,519716.0,0.6
2017-01-20,0.6,-1.2,2.0,0.0,0.0,244.0,7.6,19.8,1035.9,0.0,3.23,519716.0,0.6
2017-01-23,-2.7,-4.4,-1.4,0.0,0.0,270.0,9.7,26.6,1025.8,0.0,3.16,519716.0,0.6
2017-01-24,-0.5,-1.4,0.2,0.0,0.0,276.0,9.7,19.8,1028.8,0.0,3.16,519716.0,0.6
2017-01-25,0.7,-0.0,1.4,0.0,0.0,316.0,7.6,16.6,1032.7,0.0,3.26,519716.0,0.6
2017-01-26,0.4,-2.1,2.7,0.0,0.0,124.0,11.2,28.4,1031.9,246.0,3.44,519716.0,0.6
2017-01-27,-1.0,-3.8,3.3,0.0,0.0,131.0,9.4,23.8,1025.5,450.0,3.31,519716.0,0.6
2017-01-30,0.5,-1.3,2.4,10.9,0.0,148.0,12.6,34.6,1016.1,0.0,3.22,519716.0,0.6
2017-01-31,-0.1,-0.3,0.2,0.0,10.0,116.0,10.1,23.8,1016.8,0.0,3.0,519716.0,0.6
2017-02-01,-0.5,-3.0,0.6,0.0,0.0,110.0,10.1,20.2,1021.8,0.0,3.15,357555.0,0.6
2017-02-02,-1.8,-5.2,0.6,0.0,0.0,127.0,10.8,22.0,1015.2,216.0,3.13,357555.0,0.6
2017-02-03,1.3,-0.7,2.9,0.8,0.0,123.0,10.4,23.0,1008.5,0.0,3.13,357555.0,0.13636363636363635
2017-02-06,-0.9,-2.7,0.4,0.0,0.0,72.0,15.1,30.2,1019.7,0.0,2.92,357555.0,0.13636363636363635
2017-02-07,-1.1,-2.2,-0.6,0.0,0.0,75.0,14.8,27.0,1024.8,0.0,3.03,357555.0,0.13636363636363635
2017-02-08,-3.8,-4.7,-2.1,0.0,0.0,83.0,15.5,31.3,1030.2,0.0,3.05,357555.0,0.13636363636363635
2017-02-09,-4.0,-5.2,-1.5,0.0,0.0,98.0,14.4,34.9,1033.8,150.0,3.11,357555.0,0.13636363636363635
2017-02-10,-3.0,-5.6,0.8,0.0,0.0,91.0,18.7,37.1,1029.6,288.0,3.11,357555.0,0.13636363636363635
2017-02-13,-3.1,-6.9,2.7,0.0,0.0,86.0,13.0,25.2,1038.3,492.0,2.93,357555.0,0.13636363636363635
2017-02-14,-2.2,-8.4,5.8,0.0,0.0,100.0,8.3,20.5,1036.7,414.0,2.85,357555.0,0.13636363636363635
2017-02-15,3.4,-2.6,11.4,0.0,0.0,151.0,5.8,17.6,1034.7,528.0,2.95,357555.0,0.13636363636363635
2017-02-16,5.9,-1.3,13.4,0.2,0.0,226.0,7.6,28.8,1028.6,438.0,2.88,357555.0,0.13636363636363635
2017-02-17,5.5,3.9,6.9,2.1,0.0,257.0,11.2,28.1,1021.7,0.0,2.75,357555.0,0.13636363636363635
2017-02-20,7.2,5.1,10.2,3.4,0.0,234.0,18.0,46.1,1012.3,0.0,2.75,357555.0,0.13636363636363635
2017-02-21,8.0,4.5,10.1,2.4,0.0,276.0,21.2,67.7,1008.4,186.0,2.56,357555.0,0.13636363636363635
2017-02-22,7.6,4.0,10.9,9.8,0.0,246.0,22.7,78.8,1001.0,0.0,2.52,357555.0,0.13636363636363635
2017-02-23,7.3,5.2,9.1,10.0,0.0,236.0,18.0,63.7,994.7,0.0,2.63,357555.0,0.13636363636363635
2017-02-24,3.8,1.4,7.8,0.9,0.0,275.0,24.5,68.8,1002.7,174.0,2.63,357555.0,0.13636363636363635
2017-02-27,10.1,7.2,13.0,0.0,0.0,191.0,12.6,40.3,1004.3,348.0,2.44,357555.0,0.13636363636363635
2017-02-28,9.0,5.1,11.7,0.4,0.0,204.0,19.1,51.1,993.7,144.0,2.54,357555.0,0.13636363636363635
